x
859	TSPAN3
860	LOC84214
861	TRIM23
862	LOC389834
863	PAM
864	MRPL1
865	CYP20A1
866	TRMT1L
867	SEZ6L2
868	GABRB3
869	ADD2
870	CFAP97
871	RAPGEF1
872	CAPS
873	TTC23L
874	INA
875	STRN
876	INPP4A
877	LMBR1
878	H2AJ
879	RGR
880	STARD9
881	NDUFA1
882	ZNF484
883	TIPRL
884	C1orf21
885	GNG3
886	B4GALT6
887	ZBTB47
888	RAPH1
889	FPR3
890	EIF3A
891	ZNF529-AS1
892	BRSK2
893	MGST3
894	SSU72
895	METTL4
896	FNBP4
897	RGMB
898	CD44
899	ARPC5L
900	SMG1
901	MKLN1
902	STYX
903	GRB14
904	DDR1
905	CPNE3
906	FN1
907	C1S
908	SEZ6L2
909	ATP11A
910	FBXO7
911	AMOTL2
912	GNAO1
913	MAGOHB
914	ADIPOR2
915	OR7A10
916	SNCA
917	CDC25C
918	PRUNE2
919	MATR3
920	LOC101929188
921	SMC1A
922	TMEM70
923	MOSMO
924	EPB41L1
925	CWC27
926	GPR88
927	BRAT1
928	SLC8A1
929	MTF1
930	FAXC
931	RFX1
932	XRCC2
933	BRF2
934	SHROOM1
935	GCC1
936	CSNK1G3
937	RANGRF
938	CAVIN3
939	ZMYM6
940	PALS1
941	HBB
942	C22orf23
943	IRF5
944	TOR4A
945	DSCR10
946	LOC105378948
947	CHROMR
948	ZFX
949	HMGN2P46
950	NAIP
951	KCND3
952	ZNF207
953	ACVR1C
954	CAMK2A
955	CFL2
956	CNOT9
957	NT5DC1
958	TDRD6
959	PMP22
960	DCTN2
961	TSEN54
962	FCN3
963	DNAJC27-AS1
964	PSMA7
965	PPIA
966	APOL4
967	EGFR
968	LOC101928389
969	TPI1
970	SUPT20H
971	RGS7BP
972	ZNF277
973	EPB42
974	KCNJ3
975	TCF4
976	RSRC1
977	TUBA4A
978	KDELR1
979	NAPB
980	IPMK
981	NFYA
982	ANKH
983	PDK3
984	DR1
985	UBE3A
986	TBXA2R
987	DNAH5
988	SERPINB1
989	CAVIN2
990	BPNT2
991	GRIA3
992	FSD1L
993	NCOR2
994	PURB
995	ERICH1
996	VTA1
997	PTPRA
998	ATP5MC3
999	JPH1
1000	GABRA2
1001	SOD3
1002	SKAP2
1003	NFYB
1004	ATP5IF1
1005	CORO7
1006	CPED1
1007	NDUFB2
1008	HMGXB4
1009	ZNF839
1010	NFATC3
1011	PYCR2
1012	ITGA9
1013	CPLX1
1014	LMOD1
1015	MAP4K5
1016	SYP
1017	SLC8A1
1018	ZNF146
1019	EMC2
1020	BID
1021	TAPT1
1022	HYDIN
1023	DCST2
1024	TCEAL2
1025	TULP2
1026	SENP5
1027	PDHA1
1028	SYT4
1029	NPY6R
1030	KANSL1L-AS1
1031	IDI2-AS1
1032	GPR155
1033	LOC101930112
1034	ATXN3
1035	ADGRL1
1036	PPFIA1
1037	KCNA1
1038	DNAJC27
1039	ADAM22
1040	PCGF3
1041	SFTA1P
1042	ITGB1
1043	STK3
1044	MCL1
1045	SECISBP2L
1046	SF1
1047	UGDH
1048	TMEM106A
1049	CPLANE2
1050	RAB3C
1051	MTHFSD
1052	STAM2
1053	TBL1XR1
1054	DLL4
1055	HIP1R
1056	CCDC167
1057	SEM1
1058	LMLN
1059	UTRN
1060	MTHFSD
1061	IDNK
1062	MAPK12
1063	KXD1
1064	SLC2A13
1065	DIPK2B
1066	SYDE1
1067	SFN
1068	SLAMF7
1069	NOVA2
1070	NKTR
1071	DLGAP4
1072	POLR3G
1073	DMTF1
1074	STK16
1075	SLIT1
1076	REV1
1077	PRKACB
1078	IDS
1079	CRELD2
1080	LGMN
1081	ZNF585B
1082	CDH2
1083	METTL7A
1084	NAA15
1085	PTBP1
1086	BTRC
1087	BTBD10
1088	IFNA13
1089	HOPX
1090	KDM6A
1091	SLC7A14
1092	KITLG
1093	HEY2
1094	BDP1
1095	ATP2A2
1096	ANGPTL2
1097	ATP5MF
1098	SULT4A1
1099	CLIP1
1100	SNORA68
1101	LINC01333
1102	GLS
1103	TMCO5B
1104	PCNX1
1105	TCF12
1106	SCAMP1
1107	MRPL35
1108	SOCS3
1109	BZW1
1110	SNAPC3
1111	MRTFB
1112	NUFIP1
1113	SMIM14
1114	HARS2
1115	CLIC5
1116	TNR
1117	ACVR1B
1118	NPY2R
1119	PREX2
1120	SH3KBP1
1121	CFAP46
1122	DGKQ
1123	FMN2
1124	LINC01085
1125	KIR3DX1
1126	SUGP2
1127	FKBP3
1128	GLRX2
1129	USP9Y
1130	MYL9
1131	HNRNPD-DT
1132	TTC3
1133	DNAJC2
1134	CPLX2
1135	MRPL51
1136	CDKN2AIPNL
1137	SLC7A6
1138	GTPBP2
1139	UBE2N
1140	SNAP25
1141	FANCM
1142	CNOT8
1143	CACNB3
1144	YTHDC1
1145	UST-AS1
1146	SLC2A13
1147	COPS4
1148	MAMLD1
1149	TGFBR3
1150	TBXA2R
1151	CERS6
1152	KIDINS220
1153	DROSHA
1154	GNPDA1
1155	TCTN1
1156	MGAT3
1157	EXD3
1158	FAM71E2
1159	MARVELD1
1160	LOC101927166
